hour,day,month,year,Tout,Tin,occupancy,heating_gap_outdoor,below_tmin_flag,Pfixe,Pflex,split
20,12,12,2025,7.907568818227372,21.029171452285183,0.7980765362276914,14.092431181772628,0,1.222773,1.447115,train
21,12,12,2025,6.416894540678746,20.718207390548976,0.6188726480588197,15.583105459321253,0,1.267493,1.178309,train
22,12,12,2025,6.415118246630384,20.56785719448705,0.4067936022698411,15.584881753369615,0,1.267546,0.86019,train
23,12,12,2025,5.1271803012311885,20.13666007165116,0.2545293589197911,16.87281969876881,0,1.306185,0.631794,train
0,13,12,2025,5.12211475333588,19.354699847227884,0.04712820986333494,16.87788524666412,1,1.486337,0.320692,train
1,13,12,2025,5.543534202305018,19.81039108478064,0.012508495490217413,16.45646579769498,1,1.473694,0.268763,train
2,13,12,2025,5.511082886617333,19.94543003547316,0.018381850951703485,16.488917113382666,1,1.474668,0.277573,train
3,13,12,2025,6.30302275131804,19.761825183512737,0.06705559260414785,15.69697724868196,1,1.450909,0.350583,train
4,13,12,2025,7.004080894439317,19.876485743654282,0.0597529519750178,14.995919105560683,1,1.429878,0.339629,train
5,13,12,2025,9.932897220377976,19.5681088463951,0.14167665149836473,12.067102779622024,1,1.342013,0.462515,train
6,13,12,2025,11.008328650288023,20.488825921389697,0.573452205149188,10.991671349711977,0,1.12975,1.110178,train
7,13,12,2025,12.655779943088538,20.762608383178378,0.7205602235087221,9.344220056911462,0,1.080327,1.33084,train
8,13,12,2025,13.608202561747193,20.707000560406374,0.8589917230679844,8.391797438252807,0,1.051754,1.538488,train
9,13,12,2025,15.855889701762266,21.814757445444826,0.7177075104898929,6.1441102982377345,0,0.984323,1.326561,train
10,13,12,2025,16.667752711545642,21.343995949814943,0.5831248950729241,5.332247288454358,0,0.959967,1.124687,train
11,13,12,2025,16.734643016990564,21.499416225113226,0.37799819967291537,5.265356983009436,0,0.957961,0.816997,train
12,13,12,2025,16.722068271048858,21.673068582442106,0.2616197327798152,5.277931728951142,0,0.958338,0.64243,train
13,13,12,2025,16.61720926570512,22.262196301006053,0.10309164932969123,5.382790734294879,0,0.961484,0.404637,train
14,13,12,2025,15.796839651494308,22.384467812536776,0.16520556138055237,6.203160348505692,0,0.986095,0.497808,train
15,13,12,2025,15.255922761739557,22.36594705190945,0.28551877899569067,6.744077238260443,0,1.002322,0.678278,train
16,13,12,2025,13.691916140149726,22.0414930303659,0.4504896038744714,8.308083859850274,0,1.049243,0.925734,train
17,13,12,2025,12.845685530886147,21.716070060033548,0.6506654921174009,9.154314469113853,0,1.074629,1.225998,train
18,13,12,2025,10.820265712670627,21.86069114550201,0.7816702171807205,11.179734287329373,0,1.135392,1.422505,train
19,13,12,2025,9.270107197415197,21.11206841199283,0.8307458174662985,12.729892802584803,0,1.181897,1.496119,train
20,13,12,2025,8.768626502100997,20.697539948505042,0.8031873934855758,13.231373497899003,0,1.196941,1.454781,train
21,13,12,2025,6.39449955160469,21.013864158240025,0.6874936840866073,15.605500448395311,0,1.268165,1.281241,train
22,13,12,2025,5.019889633320637,20.394392877035713,0.4043984407218037,16.980110366679362,0,1.309403,0.856598,train
23,13,12,2025,5.387552638469314,20.198583658305235,0.2883555777404175,16.612447361530684,0,1.298373,0.682533,train
0,14,12,2025,5.72298136644714,19.449747324559162,0.03774036897178674,16.27701863355286,1,1.468311,0.306611,train
1,14,12,2025,5.25559761208573,19.9386036285698,0.008319185607325339,16.74440238791427,1,1.482332,0.262479,train
2,14,12,2025,5.967223966175411,19.49013752791625,0.008046364335532102,16.03277603382459,1,1.460983,0.26207,train
3,14,12,2025,7.3255905102019465,19.638852514853102,0.07139782385583797,14.674409489798053,1,1.420232,0.357097,train
4,14,12,2025,8.412121967883984,20.235001958642517,0.04877320467289452,13.587878032116016,0,1.207636,0.32316,train
5,14,12,2025,9.736563984607294,20.064640462500762,0.12745274220502595,12.263436015392706,0,1.167903,0.441179,train
6,14,12,2025,10.810414708139636,20.27453021372976,0.5550764721511178,11.189585291860364,0,1.135688,1.082615,train
7,14,12,2025,12.043477495195193,20.733888517161024,0.7682659950102114,9.956522504804807,0,1.098696,1.402399,train
8,14,12,2025,14.188084448096633,20.97651377487767,0.8383285601259377,7.8119155519033665,0,1.034357,1.507493,train
9,14,12,2025,14.98666093234486,21.179987503384687,0.6914449363537674,7.01333906765514,0,1.0104,1.287167,train
10,14,12,2025,16.609769855456168,21.712464386342436,0.5971746217431798,5.390230144543832,0,0.961707,1.145762,train
11,14,12,2025,16.901182181759797,22.45344627402503,0.3577070134072676,5.098817818240203,0,0.952965,0.786561,train
12,14,12,2025,16.627352824168437,22.35574070885396,0.283855523938559,5.372647175831563,0,0.961179,0.675783,train
13,14,12,2025,16.92941758915499,22.365180007580598,0.16320767390418933,5.0705824108450095,0,0.952117,0.494812,train
14,14,12,2025,16.550742660108863,22.36432105153762,0.2102010074840024,5.449257339891137,0,0.963478,0.565302,train
15,14,12,2025,15.331400745259968,22.455150841620547,0.2179513760626714,6.668599254740032,0,1.000058,0.576927,train
16,14,12,2025,13.60871545102646,22.281855057865563,0.49767557581898225,8.39128454897354,0,1.051739,0.996513,train
17,14,12,2025,12.684078770451677,21.705054916259865,0.6266242710826201,9.315921229548323,0,1.079478,1.189936,train
18,14,12,2025,11.178500852360655,21.776764493925402,0.7333272773808959,10.821499147639345,0,1.124645,1.349991,train
19,14,12,2025,9.859229417373097,21.34952423900571,0.8399670072809077,12.140770582626903,0,1.164223,1.509951,train
20,14,12,2025,8.361017211329603,21.428964170510813,0.8112981176648114,13.638982788670397,0,1.209169,1.466947,train
21,14,12,2025,6.303230556396881,20.610766233154234,0.578342361947554,15.69676944360312,0,1.270903,1.117514,train
22,14,12,2025,5.554961899191889,20.662940449437993,0.47713872853650263,16.445038100808112,0,1.293351,0.965708,train
23,14,12,2025,5.507301606242256,19.791839974164763,0.2797023416170318,16.492698393757742,1,1.474781,0.669554,train
0,15,12,2025,4.771067396834218,20.23748757200761,0.06291921619723408,17.22893260316578,0,1.316868,0.344379,train
1,15,12,2025,4.8930157011895465,19.687198744982123,0.048994444957878594,17.106984298810453,1,1.49321,0.323492,train
2,15,12,2025,5.87149259050814,19.245903591571427,0.0032879516381990777,16.12850740949186,1,1.463855,0.254932,train
3,15,12,2025,7.179310609784061,19.74397822595071,0.07149764052622504,14.82068939021594,1,1.424621,0.357246,train
4,15,12,2025,7.9257506559229896,19.777434195613072,0.0784695786717053,14.07424934407701,1,1.402227,0.367704,train
5,15,12,2025,9.578327620313008,19.962060648953468,0.16130028203460245,12.421672379686992,1,1.35265,0.49195,train
6,15,12,2025,11.265834019025336,20.18985591209535,0.5670924599394358,10.734165980974664,0,1.122025,1.100639,train
7,15,12,2025,12.89781792055,20.4522273534738,0.7621891485681813,9.10218207945,0,1.073065,1.393284,train
8,15,12,2025,13.554050666484462,20.90727652342231,0.8278315771010807,8.445949333515538,0,1.053378,1.491747,train
9,15,12,2025,15.47705089928131,20.88279096904584,0.7493324043341113,6.522949100718691,0,0.995688,1.373999,train
10,15,12,2025,16.18725860848156,21.363452583100784,0.6209222563489805,5.81274139151844,0,0.974382,1.181383,train
11,15,12,2025,16.49484010859107,21.83688868709926,0.4022340975788965,5.50515989140893,0,0.965155,0.853351,train
12,15,12,2025,16.661182487812006,22.316895461853996,0.23569164071147983,5.338817512187994,0,0.960165,0.603537,train
13,15,12,2025,16.681947291476316,22.37004278158671,0.09444704696615405,5.318052708523684,0,0.959542,0.391671,train
14,15,12,2025,15.699374720538987,22.76301212624367,0.15990509680118775,6.300625279461013,0,0.989019,0.489858,train
15,15,12,2025,14.513189243680074,22.55808365070743,0.28821633156181486,7.486810756319926,0,1.024604,0.682324,train
16,15,12,2025,14.031878691708668,21.660623484897265,0.4616917601233021,7.968121308291332,0,1.039044,0.942538,train
17,15,12,2025,12.940173182820908,22.05077615302543,0.5722473314785744,9.059826817179092,0,1.071795,1.108371,train
18,15,12,2025,10.87943414576025,21.89478493138743,0.7961162360553151,11.12056585423975,0,1.133617,1.444174,train
19,15,12,2025,9.817109177786485,21.393009387211556,0.7950575631210195,12.182890822213515,0,1.165487,1.442586,train
20,15,12,2025,7.800017198302006,20.536249121083106,0.7345156054601834,14.199982801697994,0,1.225999,1.351773,train
21,15,12,2025,6.259679447828266,20.572369217558897,0.6545609621412077,15.740320552171735,0,1.27221,1.231841,train
22,15,12,2025,5.042732249812351,20.145309827321192,0.4253475434781329,16.957267750187647,0,1.308718,0.888021,train
23,15,12,2025,4.794319311785158,20.17304725907261,0.2969804801269839,17.20568068821484,0,1.31617,0.695471,train
0,16,12,2025,4.748542050031995,20.083703435237233,0.07455023971090546,17.251457949968007,0,1.317544,0.361825,train
1,16,12,2025,5.813390260809467,19.244188720599556,0.0,16.186609739190533,1,1.465598,0.25,train
2,16,12,2025,5.6682878738159825,19.596811061727795,0.03329389240769123,16.331712126184016,1,1.469951,0.299941,train
3,16,12,2025,7.122450974866912,19.870809468127653,0.03332922909880124,14.877549025133089,1,1.426326,0.299994,train
4,16,12,2025,7.415347241501776,20.357135795561334,0.05843621138203771,14.584652758498224,0,1.23754,0.337654,train
5,16,12,2025,8.732352279616652,20.37447778578972,0.07371840568699364,13.267647720383348,0,1.198029,0.360578,train
6,16,12,2025,10.988363609001967,20.074744118832722,0.5686453551823929,11.011636390998033,0,1.130349,1.102968,train
7,16,12,2025,12.329018003683771,20.905588088331154,0.7481649405939204,9.670981996316229,0,1.090129,1.372247,train
8,16,12,2025,14.044037570668149,20.890851295750252,0.7958525498961189,7.955962429331851,0,1.038679,1.443779,train
9,16,12,2025,15.505288483622618,21.30535073364215,0.7288306723385662,6.494711516377382,0,0.994841,1.343246,train
10,16,12,2025,16.354242330047637,21.567043628739235,0.5992695583079546,5.6457576699523635,0,0.969373,1.148904,train
11,16,12,2025,16.616568294472017,21.99645959491071,0.37107952145684603,5.383431705527983,0,0.961503,0.806619,train
12,16,12,2025,16.535628196582337,22.549467362465258,0.25429606455992765,5.464371803417663,0,0.963931,0.631444,train
13,16,12,2025,16.269141227340345,22.010679364917504,0.20110271853781236,5.730858772659655,0,0.971926,0.551654,train
14,16,12,2025,16.31411839027225,22.514762192580665,0.18166750700761344,5.685881609727751,0,0.970576,0.522501,train
15,16,12,2025,16.101796860061178,22.274964770125518,0.28753465349754076,5.898203139938822,0,0.976946,0.681302,train
16,16,12,2025,13.99705090268413,22.329295776581183,0.3971381163535734,8.00294909731587,0,1.040088,0.845707,train
17,16,12,2025,11.956772786803631,22.131842948258097,0.563543127951694,10.043227213196369,0,1.101297,1.095315,train
18,16,12,2025,10.912779848701383,21.623114070547505,0.7640626791502882,11.087220151298617,0,1.132617,1.396094,train
19,16,12,2025,9.844052324631889,21.505012101104477,0.8076351038490815,12.155947675368111,0,1.164678,1.461453,train
20,16,12,2025,8.096495225422082,21.30708167293432,0.790955636675547,13.903504774577918,0,1.217105,1.436433,train
21,16,12,2025,6.131392532326854,20.384355297419596,0.6537546301894221,15.868607467673147,0,1.276058,1.230632,train
22,16,12,2025,5.809499857322921,20.675428414331524,0.4373826255387986,16.19050014267708,0,1.285715,0.906074,train
23,16,12,2025,5.477037418182851,20.16518778146104,0.29826684666744624,16.522962581817147,0,1.295689,0.6974,train
0,17,12,2025,4.666781529944461,19.898258635466675,0.0549463774403455,17.333218470055538,1,1.499997,0.33242,train
1,17,12,2025,5.253170525148788,19.91803963607229,0.041186981173807015,16.74682947485121,1,1.482405,0.31178,train
2,17,12,2025,4.854024162899077,19.527228809665928,0.009715673493964946,17.145975837100924,1,1.494379,0.264574,train
3,17,12,2025,5.787324433478405,19.35659007180861,0.014460257319593495,16.212675566521597,1,1.46638,0.27169,train
4,17,12,2025,7.294740431149428,19.337465678115922,0.10592223126895402,14.705259568850572,1,1.421158,0.408883,train
5,17,12,2025,9.04679136889313,20.460207676078728,0.14068416434586867,12.95320863110687,0,1.188596,0.461026,train
6,17,12,2025,10.632948711501832,20.515161261914365,0.5916073345191881,11.367051288498168,0,1.141012,1.137411,train
7,17,12,2025,12.32450370323901,20.530623615192482,0.7252846063932175,9.67549629676099,0,1.090265,1.337927,train
8,17,12,2025,13.904574990651884,20.837931298214652,0.8312402121344337,8.095425009348116,0,1.042863,1.49686,train
9,17,12,2025,14.80515478208187,21.19107473818577,0.719852058212063,7.194845217918131,0,1.015845,1.329778,train
10,17,12,2025,16.19844183866398,21.345619852431167,0.5633795539497051,5.801558161336018,0,0.974047,1.095069,train
11,17,12,2025,17.092012100354207,21.694386127453704,0.3743316562513903,4.907987899645793,0,0.94724,0.811497,train
12,17,12,2025,17.136095025692473,22.010193448466755,0.2647635414042383,4.863904974307527,0,0.945917,0.647145,train
13,17,12,2025,17.23612613208951,22.512009686748375,0.11455504303295579,4.76387386791049,0,0.942916,0.421833,train
14,17,12,2025,17.111382521582275,22.37412181935032,0.14777213751887736,4.888617478417725,0,0.946659,0.471658,train
15,17,12,2025,14.927872310787016,21.859540272075677,0.30515949240914475,7.072127689212984,0,1.012164,0.707739,train
16,17,12,2025,14.801238454525468,22.40908992195685,0.46706788651825926,7.198761545474532,0,1.015963,0.950602,train
17,17,12,2025,12.023009144143684,22.13157162564214,0.5795113451417991,9.976990855856316,0,1.09931,1.119267,train
18,17,12,2025,10.968893187560843,21.686155431325272,0.7899534341344912,11.031106812439157,0,1.130933,1.43493,train
19,17,12,2025,9.951613750634687,21.345428386468466,0.8631629159881858,12.048386249365313,0,1.161452,1.544744,train
20,17,12,2025,8.6827461307754,21.11763139824748,0.7625443011131613,13.3172538692246,0,1.199518,1.393816,train
21,17,12,2025,7.102030213168734,20.697596529868456,0.6300051178996601,14.897969786831265,0,1.246939,1.195008,train
22,17,12,2025,6.159110755365581,20.15922323757622,0.46999153502042623,15.840889244634418,0,1.275227,0.954987,train
23,17,12,2025,5.8676560892434555,20.5405004596986,0.3091060573950555,16.132343910756546,0,1.28397,0.713659,train
0,18,12,2025,4.846187386972117,19.907279749595443,0.0,17.15381261302788,1,1.494614,0.25,train
1,18,12,2025,5.87924067495034,19.540133617664186,0.01008075124629073,16.12075932504966,1,1.463623,0.265121,train
2,18,12,2025,5.900260850107091,19.730289286025535,0.015254875472097331,16.09973914989291,1,1.462992,0.272882,train
3,18,12,2025,7.460638293539751,19.676164849451375,0.09692818504288916,14.539361706460248,1,1.416181,0.395392,train
4,18,12,2025,8.081103006496635,19.87147678781112,0.10575555651571752,13.918896993503365,1,1.397567,0.408633,train
5,18,12,2025,8.937779368636347,20.679947563165637,0.10675102197545369,13.062220631363653,0,1.191867,0.410127,train
6,18,12,2025,11.430224968407716,20.24438119326922,0.581366949980341,10.569775031592284,0,1.117093,1.12205,train
7,18,12,2025,12.2332195812078,20.881482827674134,0.7572854247937505,9.7667804187922,0,1.093003,1.385928,train
8,18,12,2025,14.206847738370326,20.707615424836764,0.8201217357855713,7.793152261629674,0,1.033795,1.480183,train
9,18,12,2025,15.827706526942949,21.456579242534985,0.7348221925144353,6.172293473057051,0,0.985169,1.352233,train
10,18,12,2025,16.56319213951934,21.863737465287073,0.5544707204207301,5.436807860480659,0,0.963104,1.081706,train
11,18,12,2025,16.96980775722728,21.985714733857442,0.4328133093935468,5.030192242772721,0,0.950906,0.89922,train
12,18,12,2025,16.472697803721825,22.110104989249887,0.17034518259628442,5.527302196278175,0,0.965819,0.505518,train
13,18,12,2025,16.776455493188077,22.38640590481583,0.08372312097643943,5.223544506811923,0,0.956706,0.375585,train
14,18,12,2025,15.823968574953268,22.571954278133383,0.2319669055713657,6.176031425046732,0,0.985281,0.59795,train
15,18,12,2025,15.91313706997311,22.873211996385322,0.294727819568286,6.086862930026889,0,0.982606,0.692092,train
16,18,12,2025,14.28272584966048,21.83213659073121,0.4371382137295664,7.71727415033952,0,1.031518,0.905707,train
17,18,12,2025,12.983394763304586,22.015167420438406,0.6447532518971341,9.016605236695414,0,1.070498,1.21713,train
18,18,12,2025,11.553798124958446,21.977095488314642,0.7527827254900928,10.446201875041554,0,1.113386,1.379174,train
19,18,12,2025,9.660266736031751,21.532286705849078,0.8235912489718773,12.339733263968249,0,1.170192,1.485387,train
20,18,12,2025,7.780748633501925,21.38324284185693,0.7203523573918568,14.219251366498074,0,1.226578,1.330529,train
21,18,12,2025,6.714899219364037,20.98239810249643,0.5757941069926492,15.285100780635963,0,1.258553,1.113691,train
22,18,12,2025,5.760070357068485,20.379181932065112,0.48593897560720184,16.239929642931514,0,1.287198,0.978908,train
23,18,12,2025,4.867253481745522,20.103623266816932,0.3221115882848832,17.13274651825448,0,1.313982,0.733167,train
0,19,12,2025,5.285328006790079,20.23833828620477,0.013751658538689468,16.71467199320992,0,1.30144,0.270627,train
1,19,12,2025,5.895749113264583,20.126454810537656,0.028098035154259227,16.104250886735418,0,1.283128,0.292147,train
2,19,12,2025,5.923274456307698,20.250456838904768,0.05150009969580427,16.0767255436923,0,1.282302,0.32725,train
3,19,12,2025,5.997676195455873,19.925818787292098,0.08514075664050914,16.002323804544126,1,1.46007,0.377711,train
4,19,12,2025,8.06008171165029,20.070586815259627,0.08300957060214371,13.93991828834971,0,1.218198,0.374514,train
5,19,12,2025,9.501606155288249,20.398807640446044,0.08656051239347519,12.498393844711751,0,1.174952,0.379841,train
6,19,12,2025,10.705997634756091,20.171726747594654,0.5686140963284627,11.294002365243909,0,1.13882,1.102921,train
7,19,12,2025,11.73399036292038,20.87432569779462,0.7848324569223509,10.26600963707962,0,1.10798,1.427249,train
8,19,12,2025,13.964889832157207,21.035892488288027,0.8243599026508409,8.035110167842793,0,1.041053,1.48654,train
9,19,12,2025,14.2845253244193,21.57047852005982,0.7442058481383199,7.715474675580699,0,1.031464,1.366309,train
10,19,12,2025,16.11216493507786,21.64322135085659,0.5567481975744267,5.88783506492214,0,0.976635,1.085122,train
11,19,12,2025,16.787499416331485,21.939987300975563,0.36323762423704226,5.212500583668515,0,0.956375,0.794856,train
12,19,12,2025,18.219352915634815,21.978104406444196,0.21562998469748174,3.780647084365185,0,0.913419,0.573445,train
13,19,12,2025,17.343004052036207,22.56271601273936,0.14898810944849475,4.656995947963793,0,0.93971,0.473482,train
14,19,12,2025,16.641371779773973,22.483863135902336,0.13935448305326795,5.358628220226027,0,0.960759,0.459032,train
15,19,12,2025,15.493876770618366,22.43574602234135,0.2465381648290875,6.506123229381634,0,0.995184,0.619807,train
16,19,12,2025,13.88328236988501,21.93344248073,0.39999693227898364,8.11671763011499,0,1.043502,0.849995,train
17,19,12,2025,12.411345769135387,21.926289037079005,0.6349761792451689,9.588654230864613,0,1.08766,1.202464,train
18,19,12,2025,10.727078511255094,21.967828947355294,0.7718277337247695,11.272921488744906,0,1.138188,1.407742,train
19,19,12,2025,9.85512924982226,21.744078984379815,0.8047060844229577,12.14487075017774,0,1.164346,1.457059,train
20,19,12,2025,8.699157191371523,21.232891284000658,0.8071232210706817,13.300842808628477,0,1.199025,1.460685,train
21,19,12,2025,6.599225770483527,20.558691178022297,0.6584661705921587,15.400774229516472,0,1.262023,1.237699,train
22,19,12,2025,5.75994645352175,20.571969927164066,0.4684928945017596,16.24005354647825,0,1.287202,0.952739,train
23,19,12,2025,5.568056617389157,20.348765317632058,0.29493816166690334,16.431943382610843,0,1.292958,0.692407,train
0,20,12,2025,5.24319070201611,19.683723718605368,0.0,16.75680929798389,1,1.482704,0.25,train
1,20,12,2025,4.965749052990529,19.57651107584302,0.007689429733467451,17.034250947009472,1,1.491028,0.261534,train
2,20,12,2025,6.138517387120463,19.779603423156356,0.032171591308701175,15.861482612879538,1,1.455844,0.298257,train
3,20,12,2025,6.063712040584825,19.46155371902821,0.07243919499667446,15.936287959415175,1,1.458089,0.358659,train
4,20,12,2025,8.832944214829192,19.985508758711976,0.04103368968198631,13.167055785170808,1,1.375012,0.311551,train
5,20,12,2025,9.351619970783801,20.16046538450505,0.13746253939685393,12.648380029216199,0,1.179451,0.456194,train
6,20,12,2025,11.267174430137546,20.459646225989875,0.6303775417863614,10.732825569862454,0,1.121985,1.195566,train
7,20,12,2025,12.941190163450432,20.72699313244541,0.7273530440720719,9.058809836549568,0,1.071764,1.34103,train
8,20,12,2025,14.122375183956153,21.262543943469954,0.7946143541157498,7.877624816043847,0,1.036329,1.441922,train
9,20,12,2025,15.332545898084756,21.83757989041192,0.7664270194424279,6.667454101915244,0,1.000024,1.399641,train
10,20,12,2025,15.525360078002175,21.600591078577278,0.5978473418644589,6.4746399219978255,0,0.994239,1.146771,train
11,20,12,2025,16.704564334396782,21.71620395697433,0.36468088566075785,5.295435665603218,0,0.958863,0.797021,train
12,20,12,2025,16.728919566233714,22.20503852644873,0.22366837175240975,5.271080433766286,0,0.958132,0.585503,train
13,20,12,2025,16.796544775150895,22.77883530117868,0.15362230069014204,5.203455224849105,0,0.956104,0.480433,train
14,20,12,2025,14.846247857810553,22.309652195632296,0.20507300684170818,7.153752142189447,0,1.014613,0.55761,train
15,20,12,2025,14.46402765356701,22.200079923585996,0.29010342081443413,7.53597234643299,0,1.026079,0.685155,train
16,20,12,2025,13.853603686174187,21.965871845410966,0.4693733518561539,8.146396313825813,0,1.044392,0.95406,train
17,20,12,2025,12.682445960339823,21.650698822829696,0.5704536067265542,9.317554039660177,0,1.079527,1.10568,train
18,20,12,2025,10.89945558924726,21.376207816602864,0.7793276102004226,11.10054441075274,0,1.133016,1.418991,train
19,20,12,2025,8.896336203853958,22.052174633861885,0.8046974845549651,13.103663796146042,0,1.19311,1.457046,train
20,20,12,2025,7.7035831739497995,20.822594333658323,0.7934594114106255,14.296416826050201,0,1.228893,1.440189,train
21,20,12,2025,6.542855637206377,20.364979096420242,0.6283960534640467,15.457144362793624,0,1.263714,1.192594,train
22,20,12,2025,4.274993253341756,20.287289169387137,0.49560010070438276,17.725006746658245,0,1.33175,0.9934,train
23,20,12,2025,4.811094348715465,20.26560882583987,0.29571179748083015,17.188905651284536,0,1.315667,0.693568,train
0,21,12,2025,4.712444584844708,19.587450197730405,0.03630578619784057,17.287555415155293,1,1.498627,0.304459,train
1,21,12,2025,4.893395383955851,20.105220089189913,0.048595599729771954,17.106604616044148,0,1.313198,0.322893,train
2,21,12,2025,5.8439749749251355,19.780570176852994,0.04960495522590168,16.156025025074864,1,1.464681,0.324407,train
3,21,12,2025,7.38359548773653,19.567227756207455,0.008892931503987893,14.61640451226347,1,1.418492,0.263339,train
4,21,12,2025,7.838051689263169,20.052464483760378,0.13812815474468096,14.16194831073683,0,1.224858,0.457192,train
5,21,12,2025,8.89626385100455,20.566887322445844,0.11072082988766024,13.10373614899545,0,1.193112,0.416081,train
6,21,12,2025,10.600632446939112,20.10931612594659,0.5899823077438214,11.399367553060888,0,1.141981,1.134973,train
7,21,12,2025,13.441639826670846,20.440153162919156,0.7862043929865341,8.558360173329154,0,1.056751,1.429307,train
8,21,12,2025,13.824795069211365,21.099990450450463,0.8193326954292955,8.175204930788635,0,1.045256,1.478999,train
9,21,12,2025,14.650828155026826,21.397123579812074,0.7732688521381436,7.349171844973174,0,1.020475,1.409903,train
10,21,12,2025,16.04500777875788,21.36602829140008,0.5299619180032749,5.954992221242119,0,0.97865,1.044943,train
11,21,12,2025,16.944691546035827,21.759646914765927,0.3723361040219315,5.055308453964173,0,0.951659,0.808504,train
12,21,12,2025,17.14355103572505,22.12101816751714,0.20721415153539044,4.85644896427495,0,0.945693,0.560821,train
13,21,12,2025,17.727070213110792,22.471732050862,0.08923646577233235,4.2729297868892075,0,0.928188,0.383855,train
14,21,12,2025,16.10045377373823,21.928204942430586,0.16019793331347007,5.899546226261769,0,0.976986,0.490297,train
15,21,12,2025,14.46981782011275,22.423719396973286,0.25647807148368656,7.53018217988725,0,1.025905,0.634717,train
16,21,12,2025,14.754430020166643,22.252776277057905,0.4744356874549959,7.245569979833357,0,1.017367,0.961654,train
17,21,12,2025,12.696419022251806,22.433963590709485,0.5987988401352223,9.303580977748194,0,1.079107,1.148198,train
18,21,12,2025,11.150000952467995,21.0506950187115,0.7236979818823872,10.849999047532005,0,1.1255,1.335547,train
19,21,12,2025,9.107570482238556,21.251105467278318,0.823156937714141,12.892429517761444,0,1.186773,1.484735,train
20,21,12,2025,7.482183065835021,20.90140849806393,0.7611491396302889,14.51781693416498,0,1.235535,1.391724,train
21,21,12,2025,7.547744104095047,21.047958869616913,0.7051997064582126,14.452255895904953,0,1.233568,1.3078,train
22,21,12,2025,5.044989454410905,20.054826298001416,0.5010185390230855,16.955010545589097,0,1.30865,1.001528,train
23,21,12,2025,4.894382203076505,19.942349693190554,0.2937201763422893,17.105617796923497,1,1.493169,0.69058,train
0,22,12,2025,4.587024887025688,19.741102029463264,0.10451238029667118,17.412975112974312,1,1.502389,0.406769,train
1,22,12,2025,5.325697892825392,19.31445095405086,0.03492944780395479,16.674302107174608,1,1.480229,0.302394,train
2,22,12,2025,5.771922035722985,19.643066041746433,0.035460418455726304,16.228077964277016,1,1.466842,0.303191,train
3,22,12,2025,6.710177459874235,19.737547384506914,0.03521381305107345,15.289822540125765,1,1.438695,0.302821,train
4,22,12,2025,8.161726075015865,19.972357781481865,0.1063157191429879,13.838273924984135,1,1.395148,0.409474,train
5,22,12,2025,9.780063145998163,19.982792548161314,0.18259244240733433,12.219936854001837,1,1.346598,0.523889,train
6,22,12,2025,11.094746017142898,20.687519063362828,0.550026788520888,10.905253982857102,0,1.127158,1.07504,train
7,22,12,2025,12.642096485014783,20.718202536138932,0.7539407805214782,9.357903514985217,0,1.080737,1.380911,train
